"","id","completion","matched","check_manually"
"933",1725," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"934",1725," nicht gewählt.","nicht",1
"935",1725," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.","NA",0
"936",1727," meine Stimme und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"937",1729," nicht gewählt.","nicht",1
"938",1730," bei der Bundestagswahl 2017 meine Stimme der Partei CDU/CSU gegeben.","CDU/CSU",0
"939",1731," nicht gewählt.","nicht",1
"940",1732," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der AFD gegeben.","AFD",0
"941",1735," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"942",1735," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1
"943",1735," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT], der","NA",0
"944",1736," gewählt und meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"945",1738," gewählt.

Ich habe für die AfD gewählt.","AfD",0
"946",1738," nicht gewählt.","nicht",1
"947",1739," meine Stimme der CDU/CSU gegeben.","CDU/CSU",0
"948",1739," meine Zweitstimme der PARTEI CDU/CSU gegeben.","CDU/CSU",0
"949",1740," meine Zweitstimme der AfD (Alternative für Deutschland) gegeben.","AfD Alternative",0
"950",1740," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.","NA",0
"951",1741," 2017 meine Stimme Die Linke gegeben.","Linke",0
"952",1745," nicht gewählt.","nicht",1
"953",1746," meine Zweitstimme Die Linke gegeben.","Linke",0
"954",1747," meine Zweitstimme der SPD gegeben.","SPD",0
"955",1749," 2017 gewählt und meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"956",1749," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"957",1749," meine Zweitstimme der Partei FDP gegeben.","FDP",0
"958",1751," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei FDP gegeben","FDP",0
"959",1751," gewählt und meine Zweitstimme der FDP gegeben.","FDP",0
"960",1753," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"961",1754," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"962",1756," gewählt. Ich habe meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"963",1759," nicht gewählt.","nicht",1
"964",1761," nicht gewählt.","nicht",1
"965",1762," 2017 nicht an der Bundestagswahl teilgenommen.","nicht",1
"966",1763," für die Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"967",1766," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Linkspartei gegeben.","Linkspartei",0
"968",1768," meine Stimme abgegeben.

Ich habe meine Stimme der SPD gegeben.","SPD",0
"969",1768," meine Stimme bei der Bundestagswahl 2017 beiden Parteien gegeben - SPD für die Erststimme","SPD Erststimme",1
"970",1774," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1
"971",1775," beim Bundestagswahl 2017 gewählt. Meine Erststimme wurde der CDU/CSU ge","Erststimme CDU/CSU",1
"972",1775," gewählt und meine Zweitstimme der Partei CDU/CSU gegeben.","CDU/CSU",0
"973",1776," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Ich","NA",0
"974",1777," gewählt.

Ich habe der Partei die AfD meine Zweitstimme gegeben.","AfD",0
"975",1778," bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Erststimme habe ich für","Erststimme",1
"976",1779," meine Stimme der Union (CDU/CSU) gegeben.","Union CDU/CSU",0
"977",1781," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"978",1786," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei „Die Linke","Linke",0
"979",1786," meine Stimme abgegeben. Da ich politisch in der Mitte stehe, kann das unterschiedlich","NA",0
"980",1787," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [PARTY] gegeben","NA",0
"981",1787," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge","NA",0
"982",1788," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"983",1789," gewählt und meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"984",1790," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"985",1790," meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"986",1792," nicht gewählt, da ich unter 18 Jahre alt war.","nicht",1
"987",1792," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge","NA",0
"988",1798," meine Stimme abgegeben.","NA",0
"989",1799," gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.","Bündnis Grünen",0
"990",1801," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"991",1804," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"992",1814," an dieser Bundestagswahl 2017 teilgenommen und meine Zweitstimme der PARTEI DIE LINKE","LINKE",0
"993",1818," 2017 gewählt und meine Zweitstimme der Sozialdemokratischen Partei Deutschlands gege","Sozialdemokratischen",0
"994",1818," meine Zweitstimme der PARTEI DER ARBEIT gegeben.","NA",0
"995",1819," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"996",1823," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der CDU/CSU gegeben","CDU/CSU",0
"997",1823," 2017 für die CDU/CSU gestimmt.","CDU/CSU",0
"998",1826," gewählt.

Ich habe SPD gewählt.","SPD",0
"999",1829," gewählt.

Ich habe Die Linke gewählt.","Linke",0
"1000",1840," mein Kreuz bei der AfD gemacht und meine Zweitstimme der CDU gegeben.","AfD CDU",1
"1001",1841," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Die Linke Partei gege","Linke",0
"1002",1842," gewählt.","NA",0
"1003",1842," bei der Bundestagswahl 2017 meine Stimme abgegeben.","NA",0
"1004",1843," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"1005",1843," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"1006",1844," bei der Bundestagswahl 2017 meine Stimme abgegeben und meine Zweitstimme der Partei Die Lin","NA",0
"1007",1848," bei der Bundestagswahl 2017 meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1008",1849," Partei meine Zweitstimme gegeben.","NA",0
"1009",1852," nicht gewählt.","nicht",1
"1010",1853," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"1011",1854," meine Stimme der Alternative für Deutschland (AfD) gegeben.","Alternative AfD",0
"1012",1854," im Jahr 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1013",1857," meine Zweitstimme der Partei [INSERT] gegeben.","NA",0
"1014",1857," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1015",1857,"nicht[INSERT] bei der Bundestagswahl 2017 gewählt.","nicht",1
"1016",1858," meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"1017",1859," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1018",1859," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1019",1860," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1020",1861," gewählt.

Ich habe der SPD meine Zweitstimme gegeben.","SPD",0
"1021",1861," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1022",1862," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1023",1863," gewählt und meine Zweitstimme an die [INSERT] Partei gegeben.","NA",0
"1024",1863," gewählt.

Ich habe keine Partei gewählt.","NA",0
"1025",1865," Party meine Zweitstimme bei der Bundestagswahl 2017 gegeben.","NA",0
"1026",1866," meine Stimme gegeben. Ich habe meiner ersten Stimme der Partei Die Linke gegeben und meine Z","Linke",0
"1027",1868," mit meiner Zweitstimme gewählt.","NA",0
"1028",1869," bei der Bundestagswahl 2017 meine Stimme der Partei Die Linke gegeben.","Linke",0
"1029",1870," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei ""Alternative für De","Alternative",0
"1030",1871," meiner Stimme bei der Bundestagswahl 2017 gegeben. Ich habe der Partei Bündnis 90/Die","Bündnis",0
"1031",1873," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0
"1032",1874," 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1033",1879," meine Stimme der FDP gegeben.","FDP",0
"1034",1883," meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.","Bündnis Grünen",0
"1035",1883,"2017 gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben","Bündnis Grünen",0
"1036",1887," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1037",1887," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1038",1887," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"1039",1889," gewählt und meine Zweitstimme der Partei CDU/CSU gegeben.","CDU/CSU",0
"1040",1889," gewählt und meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"1041",1894," meine Zweitstimme der AfD gegeben.","AfD",0
"1042",1895," gewählt und meine Zweitstimme der Grünen Partei gegeben.","Grünen",0
"1043",1896," gewählt.

Ich habe 2017 bei der Bundestagswahl nicht gewählt.","nicht",1
"1044",1896," bei der Bundestagswahl 2017 meine Stimme abgegeben. Ich habe meine Erststimme der CDU","Erststimme CDU",1
"1045",1904," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"1046",1905," gewählt und meine Zweitstimme Die Linke gegeben.","Linke",0
"1047",1915," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1048",1920," bei der Bundestagswahl 2017 nicht gewählt, da ich nicht wahlberechtigt war","nicht nicht",1
"1049",1920," Partei meine Zweitstimme gegeben.","NA",0
"1050",1924," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1051",1925," bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Zweitstimme ging an die CD","NA",0
"1052",1930," mit meiner Stimme unterstützt.

Ich habe bei der Bundestagswahl 2017 für die","NA",0
"1053",1930," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1
"1054",1930," gewählt.

Ich habe 2017 die SPD gewählt.","SPD",0
"1055",1932," gewählt und meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"1056",1933," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1057",1933," bei der Bundestagswahl 2017 gewählt, und ich habe meine Zweitstimme der Partei","NA",0
"1058",1934," tatsächlich gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1059",1935," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1060",1937," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1061",1937," in der Bundestagswahl 2017 meine Stimme der SPD gegeben.","SPD",0
"1062",1943," gewählt.

Ich habe bei der Bundestagswahl 2017 meine Zweitstimme der Alternative","Alternative",0
"1063",1956," bei der Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der Partei Die Lin","NA",0
"1064",1956," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei ""Die Linke""","Linke",0
"1065",1958," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1066",1959," 2017 gewählt. Ich habe meine Erststimme der kleinen Partei gegeben, der ich m","Erststimme",1
"1067",1964," nicht gewählt.","nicht",1
"1068",1966," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1069",1967," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"1070",1968," gewählt.","NA",0
"1071",1970," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1072",1971," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me","NA",0
"1073",1971," nicht gewählt.","nicht",1
"1074",1972," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1075",1973," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1076",1974," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1077",1976," meine Stimme abgegeben. 

Ich habe für die CDU meine Stimme abgegeben.","CDU",0
"1078",1979," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1079",1983," nicht gewählt.","nicht",1
"1080",1985," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Linken Partei gegeben","Linken",0
"1081",1985," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Linken Partei gegeben","Linken",0
"1082",1985," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1083",1986," mit meiner Zweitstimme gewählt.","NA",0
"1084",1990," nicht gewählt.","nicht",1
"1085",1991," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1086",1993," 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1087",1996," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"1088",1996," nicht gewählt, da ich das stimmberechtigte Alter noch nicht erreicht habe.","nicht nicht",1
"1089",1998," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1
"1090",1999," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1091",2000," bei der Bundestagswahl 2017 meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1092",2000," gewählt.

Ich habe meine Zweitstimme der Partei Bündnis 90 / Die Gr","Bündnis",0
"1093",2000," gewählt. 

Ich habe 2017 die Partei Die Linke mit meiner Zweitstimme gew","Linke",0
"1094",2001," bei der Bundestagswahl 2017 meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1095",2001," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me","NA",0
"1096",2003," nicht gewählt und somit auch keiner Partei meine Stimme gegeben.","nicht",1
"1097",2005," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1098",2005," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1099",2009," meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1100",2010," 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1101",2011," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1102",2011," gewählt.

Ich habe bei der Bundestagswahl 2017 meine Stimme für die Partei","NA",0
"1103",2011," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1104",2012," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1105",2013," bei der Bundestagswahl 2017 gewählt, und habe meine Zweitstimme der Partei Die Lin","NA",0
"1106",2014," meine Stimme der AfD gegeben.","AfD",0
"1107",2014," meine Stimme der Partei Die Linke gegeben.","Linke",0
"1108",2016," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1109",2016," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an Die Linke gegeben.","Linke",0
"1110",2019," meine Zweitstimme der FDP gegeben.","FDP",0
"1111",2019," meine Zweitstimme der AfD gegeben.","AfD",0
"1112",2022," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1113",2025," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0
"1114",2026," meine Zweitstimme der SPD gegeben.","SPD",0
"1115",2026," meine Zweitstimme der Partei Die LINKE gegeben.","LINKE",0
"1116",2026," meine Erststimme der SPD und meine Zweitstimme der Linkspartei gegeben.","Erststimme SPD Linkspartei",1
"1117",2027," Partei meine Zweitstimme gegeben.","NA",0
"1118",2029," nicht gewählt.","nicht",1
"1119",2029," nicht gewählt.","nicht",1
"1120",2035," 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1121",2042," bei der Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der SPD gegeben","SPD",0
"1122",2042," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"1123",2045," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei Die Linke ge","Linke",0
"1124",2047," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1125",2049," meine Stimme der Partei Die Linke gegeben.","Linke",0
"1126",2051," nicht gewählt.","nicht",1
"1127",2052," gewählt.

Ich habe 2017 die Partei Die Linke gewählt.","Linke",0
"1128",2052," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei Die Linke gegeben","Linke",0
"1129",2052," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1130",2053," Jahre lang im selben Beruf gearbeitet und habe nie einen Auslandsaufenthalt gemacht.

","NA",0
"1131",2053," meine Stimme der Linken, der SPD und Bündnis 90/Die Grünen gegeben.","Linken SPD Bündnis Grünen",1
"1132",2056," nicht gewählt.","nicht",1
"1133",2058," gewählt. 

Ich habe 2017 nicht für eine bestimmte Partei gewählt","nicht",1
"1134",2060," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1135",2060," bei der Bundestagswahl 2017 meine Erststimme der SPD gegeben und meine Zweitstimme der Link","Erststimme SPD",1
"1136",2064," im Bundestagswahl 2017 gewählt und meine Zweitstimme an Die Linke gegeben.","Linke",0
"1137",2064," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1138",2066," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1139",2069," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1140",2073," nicht gewählt.","nicht",1
"1141",2073," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Sozialdemokratisc","Sozialdemokratisc",0
"1142",2074," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1143",2075," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1144",2075," bei der Bundestagswahl 2017 meine Stimme der Partei Die Linke gegeben.","Linke",0
"1145",2077," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der AfD gegeben.","AfD",0
"1146",2078," gewählt.

Ich habe der AfD meine Zweitstimme gegeben.","AfD",0
"1147",2078,"jahr 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0
"1148",2079," meine Zweitstimme der Partei CDU/CSU gegeben.","CDU/CSU",0
"1149",2081," mit meiner Erststimme und meiner Zweitstimme gewählt.","Erststimme",1
"1150",2081," meine Stimme abgegeben.","NA",0
"1151",2081," gewählt.","NA",0
"1152",2082," bei der Bundestagswahl 2017 meine Stimme abgegeben und meine Zweitstimme der Partei CDU","CDU",0
"1153",2083," gewählt.

Ich habe die AfD gewählt.","AfD",0
"1154",2088," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1155",2088," bei der Bundestagswahl 2017 meine Stimme abgegeben und wählte die CDU/CSU als","CDU/CSU",0
"1156",2094," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei AfD gegeben","AfD",0
"1157",2096," bei der Bundestagswahl 2017 meine Stimme abgegeben. Ich habe meine Erststimme der AfD","Erststimme AfD",1
"1158",2096," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1159",2097," 2017 nicht gewählt.","nicht",1
"1160",2098," nicht gewählt.","nicht",1
"1161",2098," meiner Stimme nicht abgegeben.","nicht",1
"1162",2098," mit meiner Zweitstimme gewählt.","NA",0
"1163",2099," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1164",2103," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1165",3," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme ging an die FDP.","FDP",0
"1166",8," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei FDP gegeben","FDP",0
"1167",8," nicht gewählt.","nicht",1
"1168",8," gewählt.

Ich habe für die FDP gewählt.","FDP",0
"1169",10," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge","Grünen",0
"1170",35," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge","Grünen",0
"1171",45," nicht gewählt.","nicht",1
"1172",73," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0
"1173",74," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme an die CDU/CSU ge","CDU/CSU",0
"1174",84," gewählt.

Ich habe bei der Bundestagswahl 2017 für die Partei Die Linke g","Linke",0
"1175",84," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1176",84," nicht gewählt.","nicht",1
"1177",112," 2017 nicht an der Bundestagswahl teilgenommen.","nicht",1
"1178",119," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1179",119," meine Stimme der CDU/CSU gegeben.","CDU/CSU",0
"1180",120," gewählt.

Ich habe 2017 nicht gewählt.","nicht",1
"1181",120," im Jahr 2017 gewählt und meine Zweitstimme der Partei der Grünen gegeben.","Grünen",0
"1182",120," nicht gewählt.","nicht",1
"1183",129," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Grünen gegeben","Grünen",0
"1184",168," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1185",168," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge","Grünen",0
"1186",168," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1187",170," gewählt.

Ich habe für die Die Linke meine Zweitstimme gegeben.","Linke",0
"1188",170," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1189",170," meine Zweitstimme der SPD gegeben.","SPD",0
"1190",176," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1
"1191",187," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0
"1192",187," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0
"1193",203," bei der Bundestagswahl 2017 meine Stimme der FDP gegeben.","FDP",0
"1194",209," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"1195",210," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei DIE LINKE ge","LINKE",0
"1196",210," 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1197",210," gewählt und meine Zweitstimme der FDP gegeben.","FDP",0
"1198",217," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"1199",217," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU gegeben","CDU",0
"1200",223," gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.","Bündnis Grünen",0
"1201",231," bei der Bundestagswahl 2017 meine Stimme gegeben und mit meiner Zweitstimme die Anliegen der","NA",0
"1202",254," nicht gewählt.","nicht",1
"1203",259," nicht gewählt.","nicht",1
"1204",261," gewählt. Ich habe meine Zweitstimme der Partei CDU/CSU gegeben.","CDU/CSU",0
"1205",265," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen Partei gege","Grünen",0
"1206",265," nicht gewählt.","nicht",1
"1207",288," bei der Bundestagswahl 2017 gewählt. Ich habe meiner Zweitstimme der Partei Bü","NA",0
"1208",289," bei der Bundestagswahl 2017 meine Stimme abgegeben und gegeben meine Zweitstimme der Part","NA",0
"1209",289," gewählt.

Ich habe Die Linke gewählt.","Linke",0
"1210",299," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1211",308," nicht gewählt.","nicht",1
"1212",308," nicht gewählt.","nicht",1
"1213",321," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1214",326," 2017 nicht bei der Bundestagswahl gewählt.","nicht",1
"1215",339," 2017 nicht gewählt.","nicht",1
"1216",341," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1217",351," 2017 für die Partei Die Linke gewählt.","Linke",0
"1218",356," 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.","NA",0
"1219",359," gewählt.

Ich habe im Jahr 2017 für die CDU/CSU gewählt.","CDU/CSU",0
"1220",359," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1221",363," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"1222",365," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1223",366," meine Stimme der CDU/CSU gegeben.","CDU/CSU",0
"1224",370," gewählt.

Ich habe bei der Bundestagswahl 2017 gewählt und meine Z","NA",0
"1225",372," bei der Bundestagswahl 2017 meine Erststimme an die CDU/CSU Partei und meine Zweit","Erststimme CDU/CSU",1
"1226",373," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Grünen Partei gege","Grünen",0
"1227",373," meine Stimme der Partei Die Grünen gegeben.","Grünen",0
"1228",374," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1229",374," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me","NA",0
"1230",376," gewählt.

Ich habe bei der Bundestagswahl 2017 für die SPD meine Erststim","SPD",0
"1231",381," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1
"1232",424," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge","Grünen",0
"1233",426," mit meiner Zweitstimme gewählt.","NA",0
"1234",470," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen-Partei ge","Grünen",0
"1235",472," bei der Bundestagswahl 2017 gewählt und ich habe meine Zweitstimme der Partei B","NA",0
"1236",474," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1237",480," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1238",481," bei der Bundestagswahl 2017 meine Stimme abgegeben und meine Zweitstimme der SPD gegeben","SPD",0
"1239",481," bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Erststimme habe ich der Part","Erststimme",1
"1240",522," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1241",531," nicht gewählt.","nicht",1
